schema_version,seed,generated_requests,admitted_requests,blocked_requests,acceptance_ratio_pct,continuity_resolved_requests,continuity_satisfied_requests,continuity_failed_requests,active_excluded_requests,continuity_satisfaction_ratio_pct,migration_volume_total_mb,migration_mb_per_admitted_sfc,downtime_ms_per_admitted_sfc,migration_count,route_update_count,handoff_count,mean_e2e_delay_ms,p95_e2e_delay_ms,mean_decision_runtime_ms,p95_decision_runtime_ms,mean_candidate_runtime_ms,mean_policy_runtime_ms,mean_cpu_utilization_pct,mean_bandwidth_utilization_pct,mean_reward,mean_training_loss,decision_count,complete_fallback_count,candidate_paths_examined,algorithm,config_digest,mobility_mode,network_nodes,network_physical_links,arrival_rate_req_s,maximum_speed_m_s,experiment,x_name,x_value,checkpoint_sha256
2,31,58,46,12,79.3103448275862,27,26,1,19,96.29629629629628,1026.2514557312643,22.309814255027483,8.695652173913043,5,88,97,48.36967705806194,72.47514611855406,18.91488587280702,10.96735325,18.78397223245614,0.0023914736842105,80.00264948179559,22.096328826346078,0.1723119797769828,,456,24,14203,im,5a61717570ff8a98,synthetic,12,19,0.65,40.0,mobility,maximum_speed_m_s,40.0,9c903591cc1f52a156d3138083e0e429741eedd452ba41cc2762d1c0aa869899
2,31,58,47,11,81.03448275862068,27,25,2,20,92.5925925925926,824.211763310855,17.536420495975637,15.319148936170214,9,158,104,48.91274134769155,71.35181840470582,21.750921201735363,8.334508,20.242272125813447,1.3765367223427332,79.86575531334805,22.831553376937716,0.1490511128182431,,461,22,14795,stg_ddqn,5a61717570ff8a98,synthetic,12,19,0.65,40.0,mobility,maximum_speed_m_s,40.0,9c903591cc1f52a156d3138083e0e429741eedd452ba41cc2762d1c0aa869899
2,31,58,44,14,75.86206896551724,25,24,1,19,96.0,2210.485541368484,50.23830775837464,32.72727272727273,18,90,107,47.86213249841214,73.02444206285804,23.397712685840705,22.497134499999976,23.277503252212387,0.0040568960176991,80.87597930689456,24.39586016354892,0.117754583033582,,452,27,15645,dlapm,7e3c8f2846dd0b33,synthetic,12,19,0.65,50.0,mobility,maximum_speed_m_s,50.0,9c903591cc1f52a156d3138083e0e429741eedd452ba41cc2762d1c0aa869899
2,31,58,48,10,82.75862068965517,31,25,6,17,80.64516129032258,65.52502304617119,1.365104646795233,1.6666666666666667,1,98,111,48.23067054626776,71.55348949318116,18.240453923566875,14.5141015,18.13437382165605,0.0017120212314225,78.02654544248922,19.81082239564064,0.1429202551457237,,471,26,16251,im,7e3c8f2846dd0b33,synthetic,12,19,0.65,50.0,mobility,maximum_speed_m_s,50.0,9c903591cc1f52a156d3138083e0e429741eedd452ba41cc2762d1c0aa869899
2,31,58,48,10,82.75862068965517,29,22,7,19,75.86206896551724,1735.5754973606488,36.15782286168018,31.666666666666668,19,135,117,48.6589780896149,73.50897566506681,31.08496765756302,21.5493655,29.343605067226893,1.5932713403361345,79.52382685906201,24.989156994958016,0.1211752582704955,,476,26,16544,stg_ddqn,7e3c8f2846dd0b33,synthetic,12,19,0.65,50.0,mobility,maximum_speed_m_s,50.0,9c903591cc1f52a156d3138083e0e429741eedd452ba41cc2762d1c0aa869899
2,31,16,16,0,100.0,8,8,0,8,100.0,585.200481308033,36.57503008175206,15.0,3,17,21,41.90612187065846,54.40503972380223,3.6766816357142864,8.713546949999998,3.550330607142857,0.0051168357142857,25.82884146294092,3.974441363052876,0.2302084507577043,,140,0,2641,dlapm,6992c7cc97dd972b,synthetic,12,19,0.25,30.0,traffic,arrival_rate_req_s,0.25,9c903591cc1f52a156d3138083e0e429741eedd452ba41cc2762d1c0aa869899
2,31,16,16,0,100.0,8,8,0,8,100.0,0.0,0.0,0.0,0,20,21,42.02599506779689,54.40503972380223,3.7507699513888895,10.2782207,3.6229794166666665,0.0022263125,24.961364615088915,3.40553293587903,0.2310037941673839,,144,0,2703,im,6992c7cc97dd972b,synthetic,12,19,0.25,30.0,traffic,arrival_rate_req_s,0.25,9c903591cc1f52a156d3138083e0e429741eedd452ba41cc2762d1c0aa869899
2,31,16,16,0,100.0,8,7,1,8,87.5,185.59145109574783,11.59946569348424,10.0,2,49,21,42.604899436202246,56.01887925021251,6.828579090909091,17.226131400000003,5.067608748251748,1.5886974965034966,25.481658149352462,4.3554247031501285,0.1944509416364709,,143,0,2683,stg_ddqn,6992c7cc97dd972b,synthetic,12,19,0.25,30.0,traffic,arrival_rate_req_s,0.25,9c903591cc1f52a156d3138083e0e429741eedd452ba41cc2762d1c0aa869899
2,31,32,32,0,100.0,18,17,1,14,94.44444444444444,1446.1643242359712,45.1926351323741,40.0,16,35,49,45.92087311706823,66.75735312521432,2.807120766891892,5.789265250000001,2.671790837837837,0.0053468614864864,58.13926498617678,11.759669262941827,0.170199567672439,,296,0,5097,dlapm,d2ca6d88eed1377a,synthetic,12,19,0.45,30.0,traffic,arrival_rate_req_s,0.45,9c903591cc1f52a156d3138083e0e429741eedd452ba41cc2762d1c0aa869899
2,31,32,32,0,100.0,17,17,0,15,100.0,375.6717081581685,11.739740879942769,7.5,3,45,49,45.87766545909422,71.11412229745372,3.0632725392156863,7.596048,2.921022862745098,0.002459179738562,55.92712729679464,9.987977544869434,0.2100661674096608,,306,0,5277,im,d2ca6d88eed1377a,synthetic,12,19,0.45,30.0,traffic,arrival_rate_req_s,0.45,9c903591cc1f52a156d3138083e0e429741eedd452ba41cc2762d1c0aa869899
