experiment,x_name,x_value,algorithm,metric,n,mean,ci95_half_width,ci95_low,ci95_high
mobility,maximum_speed_m_s,10.0,im,mean_e2e_delay_ms,3,49.43757063171057,8.158138549934753,41.279432081775816,57.595709181645326
mobility,maximum_speed_m_s,10.0,im,p95_e2e_delay_ms,3,75.14476919204917,19.33718807030971,55.80758112173946,94.48195726235888
mobility,maximum_speed_m_s,10.0,im,mean_decision_runtime_ms,3,19.488628933060706,10.231369234893744,9.257259698166962,29.71999816795445
mobility,maximum_speed_m_s,10.0,im,p95_decision_runtime_ms,3,6.406431699999999,3.79695058210305,2.609481117896949,10.20338228210305
mobility,maximum_speed_m_s,10.0,im,mean_cpu_utilization_pct,3,77.92418796234263,4.0567174348955,73.86747052744713,81.98090539723813
mobility,maximum_speed_m_s,10.0,im,mean_bandwidth_utilization_pct,3,17.305301868393066,3.475273316646898,13.830028551746167,20.780575185039964
mobility,maximum_speed_m_s,10.0,stg_ddqn,acceptance_ratio_pct,3,82.08155935273011,8.64488182678454,73.43667752594557,90.72644117951465
mobility,maximum_speed_m_s,10.0,stg_ddqn,continuity_satisfaction_ratio_pct,3,94.86628739502304,5.077747812791991,89.78853958223104,99.94403520781503
mobility,maximum_speed_m_s,10.0,stg_ddqn,migration_mb_per_admitted_sfc,3,29.035521785495103,15.557357890141688,13.478163895353415,44.592879675636794
mobility,maximum_speed_m_s,10.0,stg_ddqn,downtime_ms_per_admitted_sfc,3,22.88609060645535,13.281741125516087,9.604349480939264,36.16783173197144
mobility,maximum_speed_m_s,10.0,stg_ddqn,mean_e2e_delay_ms,3,50.3677604340787,12.067069772773214,38.30069066130548,62.43483020685191
mobility,maximum_speed_m_s,10.0,stg_ddqn,p95_e2e_delay_ms,3,73.1734248803795,21.055453561509726,52.11797131886978,94.22887844188922
mobility,maximum_speed_m_s,10.0,stg_ddqn,mean_decision_runtime_ms,3,23.75406216730055,23.674388627897336,0.07967353940321331,47.42845079519789
mobility,maximum_speed_m_s,10.0,stg_ddqn,p95_decision_runtime_ms,3,11.129610899999982,9.647380106365654,1.4822307936343275,20.776991006365634
mobility,maximum_speed_m_s,10.0,stg_ddqn,mean_cpu_utilization_pct,3,77.97162394720074,2.494217044101123,75.47740690309962,80.46584099130186
mobility,maximum_speed_m_s,10.0,stg_ddqn,mean_bandwidth_utilization_pct,3,19.67817958802865,1.2709651722737292,18.407214415754922,20.94914476030238
mobility,maximum_speed_m_s,20.0,dlapm,acceptance_ratio_pct,3,80.29312056980447,8.769387741973066,71.52373282783141,89.06250831177753
mobility,maximum_speed_m_s,20.0,dlapm,continuity_satisfaction_ratio_pct,3,94.98057498057499,3.6486471049997258,91.33192787557526,98.62922208557471
mobility,maximum_speed_m_s,20.0,dlapm,migration_mb_per_admitted_sfc,3,67.92336014969892,36.08749295991474,31.83586718978418,104.01085310961366
mobility,maximum_speed_m_s,20.0,dlapm,downtime_ms_per_admitted_sfc,3,46.203016377989876,26.86862876378172,19.334387614208154,73.0716451417716
mobility,maximum_speed_m_s,20.0,dlapm,mean_e2e_delay_ms,3,50.4334073205016,10.47966466035176,39.95374266014984,60.91307198085336
mobility,maximum_speed_m_s,20.0,dlapm,p95_e2e_delay_ms,3,77.2074378737628,14.991272727615035,62.216165146147766,92.19871060137784
mobility,maximum_speed_m_s,20.0,dlapm,mean_decision_runtime_ms,3,16.991506871844532,5.099395298357836,11.892111573486696,22.09090217020237
mobility,maximum_speed_m_s,20.0,dlapm,p95_decision_runtime_ms,3,17.131398716666606,39.13142564272543,-22.000026926058826,56.26282435939204
mobility,maximum_speed_m_s,20.0,dlapm,mean_cpu_utilization_pct,3,79.63920538090491,2.32339249206887,77.31581288883604,81.96259787297379
mobility,maximum_speed_m_s,20.0,dlapm,mean_bandwidth_utilization_pct,3,21.728768181523645,4.055629737239101,17.673138444284543,25.784397918762746
mobility,maximum_speed_m_s,20.0,im,acceptance_ratio_pct,3,83.24106731804572,10.576360228580752,72.66470708946497,93.81742754662648
mobility,maximum_speed_m_s,20.0,im,continuity_satisfaction_ratio_pct,3,93.99744572158365,13.934135186787708,80.06331053479593,107.93158090837136
mobility,maximum_speed_m_s,20.0,im,migration_mb_per_admitted_sfc,3,14.696738893972205,21.303654329109868,-6.6069154351376636,36.00039322308207
mobility,maximum_speed_m_s,20.0,im,downtime_ms_per_admitted_sfc,3,10.003174603174603,19.394166202950068,-9.390991599775464,29.39734080612467
mobility,maximum_speed_m_s,20.0,im,mean_e2e_delay_ms,3,50.01717156177099,8.466026265081846,41.55114529668915,58.48319782685284
mobility,maximum_speed_m_s,20.0,im,p95_e2e_delay_ms,3,77.81569342504044,18.512856802936618,59.30283662210382,96.32855022797705
mobility,maximum_speed_m_s,20.0,im,mean_decision_runtime_ms,3,15.73800924610589,18.71070385262412,-2.972694606518232,34.44871309873001
mobility,maximum_speed_m_s,20.0,im,p95_decision_runtime_ms,3,5.839935449999998,1.6542091373555339,4.185726312644464,7.494144587355532
mobility,maximum_speed_m_s,20.0,im,mean_cpu_utilization_pct,3,78.95849258731435,2.460043549042159,76.4984490382722,81.41853613635651
mobility,maximum_speed_m_s,20.0,im,mean_bandwidth_utilization_pct,3,18.976596527291242,1.6287944192286739,17.34780210806257,20.605390946519915
mobility,maximum_speed_m_s,20.0,stg_ddqn,acceptance_ratio_pct,3,82.6764373523268,14.62331966547136,68.05311768685544,97.29975701779816
mobility,maximum_speed_m_s,20.0,stg_ddqn,continuity_satisfaction_ratio_pct,3,91.05222734254993,20.390647115071012,70.66158022747891,111.44287445762095
mobility,maximum_speed_m_s,20.0,stg_ddqn,migration_mb_per_admitted_sfc,3,24.13507947136598,26.35299075997027,-2.2179112886042915,50.48807023133625
mobility,maximum_speed_m_s,20.0,stg_ddqn,downtime_ms_per_admitted_sfc,3,18.61080664149718,19.772648497989895,-1.161841856492714,38.383455139487076
mobility,maximum_speed_m_s,20.0,stg_ddqn,mean_e2e_delay_ms,3,50.09351008602004,11.190222032987654,38.903288053032384,61.283732119007695
mobility,maximum_speed_m_s,20.0,stg_ddqn,p95_e2e_delay_ms,3,77.12145146567023,25.93792618452503,51.18352528114521,103.05937765019526
mobility,maximum_speed_m_s,20.0,stg_ddqn,mean_decision_runtime_ms,3,22.207263681328783,17.771190298807248,4.436073382521535,39.97845398013603
mobility,maximum_speed_m_s,20.0,stg_ddqn,p95_decision_runtime_ms,3,11.522087849999934,6.635372893434012,4.886714956565922,18.157460743433948
mobility,maximum_speed_m_s,20.0,stg_ddqn,mean_cpu_utilization_pct,3,77.80734213524626,4.594436898275713,73.21290523697054,82.40177903352198
mobility,maximum_speed_m_s,20.0,stg_ddqn,mean_bandwidth_utilization_pct,3,19.431547817219577,6.073453771182648,13.358094046036928,25.505001588402227
mobility,maximum_speed_m_s,30.0,dlapm,acceptance_ratio_pct,3,80.9321340653738,11.02150506300466,69.91062900236915,91.95363912837846
mobility,maximum_speed_m_s,30.0,dlapm,continuity_satisfaction_ratio_pct,3,87.20831891746434,2.8523309039774447,84.3559880134869,90.06064982144179
mobility,maximum_speed_m_s,30.0,dlapm,migration_mb_per_admitted_sfc,3,62.76479914866628,18.042071545797338,44.72272760286894,80.80687069446361
mobility,maximum_speed_m_s,30.0,dlapm,downtime_ms_per_admitted_sfc,3,46.282690854119416,23.363935899891587,22.91875495422783,69.64662675401101
mobility,maximum_speed_m_s,30.0,dlapm,mean_e2e_delay_ms,3,49.57550003707366,9.150300969869965,40.42519906720369,58.72580100694363
mobility,maximum_speed_m_s,30.0,dlapm,p95_e2e_delay_ms,3,74.93679017109868,17.35498622909137,57.58180394200731,92.29177640019005
mobility,maximum_speed_m_s,30.0,dlapm,mean_decision_runtime_ms,3,19.41721282262961,13.720722906769307,5.696489915860305,33.13793572939892
mobility,maximum_speed_m_s,30.0,dlapm,p95_decision_runtime_ms,3,8.200437333333298,4.165922394639885,4.0345149386934125,12.366359727973183
mobility,maximum_speed_m_s,30.0,dlapm,mean_cpu_utilization_pct,3,78.82195099589045,4.413406072486758,74.4085449234037,83.2353570683772
mobility,maximum_speed_m_s,30.0,dlapm,mean_bandwidth_utilization_pct,3,20.949149343662377,3.0728794024171497,17.876269941245226,24.022028746079528
mobility,maximum_speed_m_s,30.0,im,acceptance_ratio_pct,3,83.25114999600497,13.569909601378772,69.6812403946262,96.82105959738374
mobility,maximum_speed_m_s,30.0,im,continuity_satisfaction_ratio_pct,3,91.05228530515888,3.6614603991347714,87.39082490602411,94.71374570429364
mobility,maximum_speed_m_s,30.0,im,migration_mb_per_admitted_sfc,3,14.239149755312388,6.243091602827069,7.996058152485319,20.482241358139458
mobility,maximum_speed_m_s,30.0,im,downtime_ms_per_admitted_sfc,3,10.238989212706358,1.810055290129685,8.428933922576672,12.049044502836043
mobility,maximum_speed_m_s,30.0,im,mean_e2e_delay_ms,3,50.038175155743524,8.351677094147524,41.686498061596,58.38985224989105
mobility,maximum_speed_m_s,30.0,im,p95_e2e_delay_ms,3,75.29402065884801,18.479655623638422,56.81436503520959,93.77367628248643
mobility,maximum_speed_m_s,30.0,im,mean_decision_runtime_ms,3,14.837642025319786,9.6226950910645,5.214946934255286,24.460337116384288
mobility,maximum_speed_m_s,30.0,im,p95_decision_runtime_ms,3,7.064916799999986,9.423295501326079,-2.3583787013260933,16.488212301326065
mobility,maximum_speed_m_s,30.0,im,mean_cpu_utilization_pct,3,78.65969058752341,2.3068921688126203,76.35279841871079,80.96658275633604
mobility,maximum_speed_m_s,30.0,im,mean_bandwidth_utilization_pct,3,18.695667731659668,5.54648050924209,13.149187222417577,24.24214824090176
mobility,maximum_speed_m_s,30.0,stg_ddqn,acceptance_ratio_pct,3,82.08155935273011,8.64488182678454,73.43667752594557,90.72644117951465
mobility,maximum_speed_m_s,30.0,stg_ddqn,continuity_satisfaction_ratio_pct,3,97.2502805836139,6.007225295637725,91.24305528797618,103.25750587925162
mobility,maximum_speed_m_s,30.0,stg_ddqn,migration_mb_per_admitted_sfc,3,23.18533704325139,6.3665004552697155,16.818836587981675,29.551837498521106
mobility,maximum_speed_m_s,30.0,stg_ddqn,downtime_ms_per_admitted_sfc,3,19.732715781348002,5.842973705997496,13.889742075350506,25.5756894873455
mobility,maximum_speed_m_s,30.0,stg_ddqn,mean_e2e_delay_ms,3,51.036253071024476,10.226473082818083,40.809779988206394,61.26272615384256
mobility,maximum_speed_m_s,30.0,stg_ddqn,p95_e2e_delay_ms,3,75.14777159381305,16.665309063616746,58.4824625301963,91.8130806574298
mobility,maximum_speed_m_s,30.0,stg_ddqn,mean_decision_runtime_ms,3,19.098960604472214,11.333925119427096,7.765035485045118,30.43288572389931
mobility,maximum_speed_m_s,30.0,stg_ddqn,p95_decision_runtime_ms,3,10.715788816666603,5.129148665419088,5.586640151247515,15.84493748208569
mobility,maximum_speed_m_s,30.0,stg_ddqn,mean_cpu_utilization_pct,3,78.89136641256943,3.396767998844078,75.49459841372534,82.28813441141351
