experiment,x_name,x_value,algorithm,metric,n,mean,ci95_half_width,ci95_low,ci95_high
traffic,arrival_rate_req_s,0.25,dlapm,mean_decision_runtime_ms,3,3.85932778885156,1.9616102764450716,1.8977175124064884,5.820938065296632
traffic,arrival_rate_req_s,0.25,dlapm,p95_decision_runtime_ms,3,12.851912549999994,17.617994364739175,-4.766081814739181,30.46990691473917
traffic,arrival_rate_req_s,0.25,dlapm,mean_cpu_utilization_pct,3,32.94588855359191,18.98826663951943,13.957621914072476,51.93415519311134
traffic,arrival_rate_req_s,0.25,dlapm,mean_bandwidth_utilization_pct,3,5.784649187683198,6.7703529945940994,-0.9857038069109016,12.555002182277297
traffic,arrival_rate_req_s,0.25,im,acceptance_ratio_pct,3,100.0,0.0,100.0,100.0
traffic,arrival_rate_req_s,0.25,im,continuity_satisfaction_ratio_pct,3,100.0,0.0,100.0,100.0
traffic,arrival_rate_req_s,0.25,im,migration_mb_per_admitted_sfc,3,4.85641276668223,11.127044555211192,-6.270631788528962,15.983457321893422
traffic,arrival_rate_req_s,0.25,im,downtime_ms_per_admitted_sfc,3,3.555555555555556,8.335479305834367,-4.779923750278812,11.891034861389922
traffic,arrival_rate_req_s,0.25,im,mean_e2e_delay_ms,3,44.70174362773741,8.7470839008744,35.95465972686301,53.44882752861181
traffic,arrival_rate_req_s,0.25,im,p95_e2e_delay_ms,3,64.58752055390319,26.272452024875033,38.31506852902815,90.85997257877823
traffic,arrival_rate_req_s,0.25,im,mean_decision_runtime_ms,3,4.0927993242949645,1.917648227196987,2.1751510970979773,6.010447551491952
traffic,arrival_rate_req_s,0.25,im,p95_decision_runtime_ms,3,13.853483933333328,14.347123500703994,-0.49363956737066594,28.200607434037323
traffic,arrival_rate_req_s,0.25,im,mean_cpu_utilization_pct,3,32.359892727197824,19.155615012907578,13.204277714290246,51.515507740105406
traffic,arrival_rate_req_s,0.25,im,mean_bandwidth_utilization_pct,3,5.936739106272543,7.293558862129845,-1.3568197558573019,13.230297968402388
traffic,arrival_rate_req_s,0.25,stg_ddqn,acceptance_ratio_pct,3,100.0,0.0,100.0,100.0
traffic,arrival_rate_req_s,0.25,stg_ddqn,continuity_satisfaction_ratio_pct,3,95.83333333333333,17.927719707289427,77.9056136260439,113.76105304062276
traffic,arrival_rate_req_s,0.25,stg_ddqn,migration_mb_per_admitted_sfc,3,11.599101952971383,28.813314803676548,-17.214212850705167,40.41241675664793
traffic,arrival_rate_req_s,0.25,stg_ddqn,downtime_ms_per_admitted_sfc,3,7.777777777777779,17.237150041807542,-9.459372264029763,25.01492781958532
traffic,arrival_rate_req_s,0.25,stg_ddqn,mean_e2e_delay_ms,3,45.48331668492167,9.302882847326742,36.180433837594926,54.78619953224841
traffic,arrival_rate_req_s,0.25,stg_ddqn,p95_e2e_delay_ms,3,64.9929667695893,32.47910558701746,32.513861182571844,97.47207235660676
traffic,arrival_rate_req_s,0.25,stg_ddqn,mean_decision_runtime_ms,3,6.55166564109152,2.148728282520666,4.402937358570854,8.700393923612186
traffic,arrival_rate_req_s,0.25,stg_ddqn,p95_decision_runtime_ms,3,17.30949481666666,7.792403813297507,9.517091003369153,25.101898629964168
traffic,arrival_rate_req_s,0.25,stg_ddqn,mean_cpu_utilization_pct,3,32.54396077429944,19.110663217277402,13.43329755702204,51.65462399157684
traffic,arrival_rate_req_s,0.25,stg_ddqn,mean_bandwidth_utilization_pct,3,6.436469545370673,6.359757237501617,0.07671230786905614,12.796226782872289
traffic,arrival_rate_req_s,0.45,dlapm,acceptance_ratio_pct,3,94.98575498575498,17.019141050267052,77.96661393548793,112.00489603602203
traffic,arrival_rate_req_s,0.45,dlapm,continuity_satisfaction_ratio_pct,3,90.82491582491582,10.198973146028926,80.6259426788869,101.02388897094474
traffic,arrival_rate_req_s,0.45,dlapm,migration_mb_per_admitted_sfc,3,55.245952117041305,49.5984410442131,5.647511072828209,104.8443931612544
traffic,arrival_rate_req_s,0.45,dlapm,downtime_ms_per_admitted_sfc,3,39.928698752228165,17.80143379888834,22.127264953339825,57.730132551116505
traffic,arrival_rate_req_s,0.45,dlapm,mean_e2e_delay_ms,3,49.55714477136157,12.515284959580262,37.04185981178131,62.072429730941835
traffic,arrival_rate_req_s,0.45,dlapm,p95_e2e_delay_ms,3,73.56970019835258,25.2388342126747,48.330865985677875,98.80853441102728
traffic,arrival_rate_req_s,0.45,dlapm,mean_decision_runtime_ms,3,6.596849428133402,12.57279397256237,-5.975944544428967,19.169643400695772
traffic,arrival_rate_req_s,0.45,dlapm,p95_decision_runtime_ms,3,8.18200616666667,6.7840912532876025,1.3979149133790667,14.966097419954272
traffic,arrival_rate_req_s,0.45,dlapm,mean_cpu_utilization_pct,3,65.11832428297453,15.157552268613749,49.96077201436078,80.27587655158828
traffic,arrival_rate_req_s,0.45,dlapm,mean_bandwidth_utilization_pct,3,15.2594640794268,7.63221775922208,7.627246320204721,22.89168183864888
traffic,arrival_rate_req_s,0.45,im,acceptance_ratio_pct,3,96.6951566951567,9.834158338274236,86.86099835688246,106.52931503343093
traffic,arrival_rate_req_s,0.45,im,continuity_satisfaction_ratio_pct,3,98.55072463768117,6.235728593839792,92.31499604384138,104.78645323152097
traffic,arrival_rate_req_s,0.45,im,migration_mb_per_admitted_sfc,3,11.648862648892413,11.149534746290641,0.49932790260177207,22.798397395183052
traffic,arrival_rate_req_s,0.45,im,downtime_ms_per_admitted_sfc,3,10.984848484848484,19.560228540512654,-8.57538005566417,30.545077025361138
traffic,arrival_rate_req_s,0.45,im,mean_e2e_delay_ms,3,49.07312239559257,12.446257773786066,36.626864621806504,61.519380169378636
traffic,arrival_rate_req_s,0.45,im,p95_e2e_delay_ms,3,72.89923853356214,29.04953556762793,43.84970296593421,101.94877410119007
traffic,arrival_rate_req_s,0.45,im,mean_decision_runtime_ms,3,4.710009718187869,5.349283453080082,-0.6392737348922131,10.05929317126795
traffic,arrival_rate_req_s,0.45,im,p95_decision_runtime_ms,3,6.988003883333334,1.581554765921085,5.406449117412249,8.56955864925442
traffic,arrival_rate_req_s,0.45,im,mean_cpu_utilization_pct,3,63.531482827872935,16.379127691281948,47.152355136590984,79.91061051915489
traffic,arrival_rate_req_s,0.45,im,mean_bandwidth_utilization_pct,3,12.191883152804614,4.830723160309123,7.361159992495491,17.022606313113737
traffic,arrival_rate_req_s,0.45,stg_ddqn,acceptance_ratio_pct,3,96.6951566951567,9.834158338274236,86.86099835688246,106.52931503343093
traffic,arrival_rate_req_s,0.45,stg_ddqn,continuity_satisfaction_ratio_pct,3,95.06302521008404,2.164027569393226,92.89899764069081,97.22705277947726
traffic,arrival_rate_req_s,0.45,stg_ddqn,migration_mb_per_admitted_sfc,3,21.220065973772606,25.204314901419618,-3.9842489276470126,46.42438087519223
traffic,arrival_rate_req_s,0.45,stg_ddqn,downtime_ms_per_admitted_sfc,3,14.579124579124581,10.377215920851771,4.20190865827281,24.956340499976353
traffic,arrival_rate_req_s,0.45,stg_ddqn,mean_e2e_delay_ms,3,49.40636728725235,12.161954471245739,37.244412816006616,61.56832175849809
traffic,arrival_rate_req_s,0.45,stg_ddqn,p95_e2e_delay_ms,3,72.23386721882537,24.94994459262185,47.28392262620352,97.18381181144721
traffic,arrival_rate_req_s,0.45,stg_ddqn,mean_decision_runtime_ms,3,8.376645761554917,12.559620919157782,-4.182975157602865,20.9362666807127
traffic,arrival_rate_req_s,0.45,stg_ddqn,p95_decision_runtime_ms,3,10.24296396666665,7.143765879882044,3.0991980867846065,17.386729846548693
traffic,arrival_rate_req_s,0.45,stg_ddqn,mean_cpu_utilization_pct,3,64.21583032555446,18.257490275862626,45.95834004969184,82.47332060141709
traffic,arrival_rate_req_s,0.45,stg_ddqn,mean_bandwidth_utilization_pct,3,15.546389189138972,9.572725830677077,5.973663358461895,25.11911501981605
traffic,arrival_rate_req_s,0.65,dlapm,acceptance_ratio_pct,3,80.9321340653738,11.02150506300466,69.91062900236915,91.95363912837846
traffic,arrival_rate_req_s,0.65,dlapm,continuity_satisfaction_ratio_pct,3,87.20831891746434,2.8523309039774447,84.3559880134869,90.06064982144179
traffic,arrival_rate_req_s,0.65,dlapm,migration_mb_per_admitted_sfc,3,62.76479914866628,18.042071545797338,44.72272760286894,80.80687069446361
traffic,arrival_rate_req_s,0.65,dlapm,downtime_ms_per_admitted_sfc,3,46.282690854119416,23.363935899891587,22.91875495422783,69.64662675401101
traffic,arrival_rate_req_s,0.65,dlapm,mean_e2e_delay_ms,3,49.57550003707366,9.150300969869965,40.42519906720369,58.72580100694363
traffic,arrival_rate_req_s,0.65,dlapm,p95_e2e_delay_ms,3,74.93679017109868,17.35498622909137,57.58180394200731,92.29177640019005
traffic,arrival_rate_req_s,0.65,dlapm,mean_decision_runtime_ms,3,20.083307024402824,11.878916882103624,8.2043901422992,31.96222390650645
traffic,arrival_rate_req_s,0.65,dlapm,p95_decision_runtime_ms,3,14.166903433333246,15.169767674490341,-1.002864241157095,29.336671107823587
traffic,arrival_rate_req_s,0.65,dlapm,mean_cpu_utilization_pct,3,78.82195099589045,4.413406072486758,74.4085449234037,83.2353570683772
traffic,arrival_rate_req_s,0.65,dlapm,mean_bandwidth_utilization_pct,3,20.949149343662377,3.0728794024171497,17.876269941245226,24.022028746079528
traffic,arrival_rate_req_s,0.65,im,acceptance_ratio_pct,3,83.25114999600497,13.569909601378772,69.6812403946262,96.82105959738374
traffic,arrival_rate_req_s,0.65,im,continuity_satisfaction_ratio_pct,3,91.05228530515888,3.6614603991347714,87.39082490602411,94.71374570429364
traffic,arrival_rate_req_s,0.65,im,migration_mb_per_admitted_sfc,3,14.239149755312388,6.243091602827069,7.996058152485319,20.482241358139458
traffic,arrival_rate_req_s,0.65,im,downtime_ms_per_admitted_sfc,3,10.238989212706358,1.810055290129685,8.428933922576672,12.049044502836043
traffic,arrival_rate_req_s,0.65,im,mean_e2e_delay_ms,3,50.038175155743524,8.351677094147524,41.686498061596,58.38985224989105
traffic,arrival_rate_req_s,0.65,im,p95_e2e_delay_ms,3,75.29402065884801,18.479655623638422,56.81436503520959,93.77367628248643
traffic,arrival_rate_req_s,0.65,im,mean_decision_runtime_ms,3,17.93879520831781,9.252503857148989,8.686291351168821,27.1912990654668
traffic,arrival_rate_req_s,0.65,im,p95_decision_runtime_ms,3,8.421980683333329,1.8538724781658305,6.568108205167499,10.27585316149916
traffic,arrival_rate_req_s,0.65,im,mean_cpu_utilization_pct,3,78.65969058752341,2.3068921688126203,76.35279841871079,80.96658275633604
traffic,arrival_rate_req_s,0.65,im,mean_bandwidth_utilization_pct,3,18.695667731659668,5.54648050924209,13.149187222417577,24.24214824090176
traffic,arrival_rate_req_s,0.65,stg_ddqn,acceptance_ratio_pct,3,82.08155935273011,8.64488182678454,73.43667752594557,90.72644117951465
traffic,arrival_rate_req_s,0.65,stg_ddqn,continuity_satisfaction_ratio_pct,3,97.2502805836139,6.007225295637725,91.24305528797618,103.25750587925162
traffic,arrival_rate_req_s,0.65,stg_ddqn,migration_mb_per_admitted_sfc,3,23.18533704325139,6.3665004552697155,16.818836587981675,29.551837498521106
traffic,arrival_rate_req_s,0.65,stg_ddqn,downtime_ms_per_admitted_sfc,3,19.732715781348002,5.842973705997496,13.889742075350506,25.5756894873455
traffic,arrival_rate_req_s,0.65,stg_ddqn,mean_e2e_delay_ms,3,51.036253071024476,10.226473082818083,40.809779988206394,61.26272615384256
traffic,arrival_rate_req_s,0.65,stg_ddqn,p95_e2e_delay_ms,3,75.14777159381305,16.665309063616746,58.4824625301963,91.8130806574298
traffic,arrival_rate_req_s,0.65,stg_ddqn,mean_decision_runtime_ms,3,21.01372437156267,17.163571575972004,3.8501527955906667,38.177295947534674
traffic,arrival_rate_req_s,0.65,stg_ddqn,p95_decision_runtime_ms,3,12.225886116666608,11.060855398328062,1.1650307183385458,23.28674151499467
traffic,arrival_rate_req_s,0.65,stg_ddqn,mean_cpu_utilization_pct,3,78.89136641256943,3.396767998844078,75.49459841372534,82.28813441141351
traffic,arrival_rate_req_s,0.65,stg_ddqn,mean_bandwidth_utilization_pct,3,22.4471522001096,5.446232556753114,17.000919643356486,27.893384756862712
traffic,arrival_rate_req_s,0.85,dlapm,acceptance_ratio_pct,3,66.5692750677507,1.6699191592995233,64.89935590845117,68.23919422705022
traffic,arrival_rate_req_s,0.85,dlapm,continuity_satisfaction_ratio_pct,3,90.91591591591593,23.55403958493652,67.36187633097941,114.46995550085245
traffic,arrival_rate_req_s,0.85,dlapm,migration_mb_per_admitted_sfc,3,53.61196814463142,39.82137620106148,13.790591943569936,93.4333443456929
traffic,arrival_rate_req_s,0.85,dlapm,downtime_ms_per_admitted_sfc,3,39.775613419024275,41.48210848844019,-1.7064950694159151,81.25772190746446
traffic,arrival_rate_req_s,0.85,dlapm,mean_e2e_delay_ms,3,51.22748787048217,13.391444455334408,37.83604341514776,64.61893232581659
traffic,arrival_rate_req_s,0.85,dlapm,p95_e2e_delay_ms,3,75.55223805123622,31.79546447137431,43.75677357986191,107.34770252261052
traffic,arrival_rate_req_s,0.85,dlapm,mean_decision_runtime_ms,3,29.977276234623787,12.305106039571525,17.67217019505226,42.282382274195314
traffic,arrival_rate_req_s,0.85,dlapm,p95_decision_runtime_ms,3,97.09425106666653,40.87127465544584,56.22297641122069,137.96552572211237
traffic,arrival_rate_req_s,0.85,dlapm,mean_cpu_utilization_pct,3,86.43099487271282,4.0209190571891265,82.41007581552368,90.45191392990195
traffic,arrival_rate_req_s,0.85,dlapm,mean_bandwidth_utilization_pct,3,24.87364751835449,8.353386771855726,16.520260746498764,33.22703429021021
traffic,arrival_rate_req_s,0.85,im,acceptance_ratio_pct,3,69.16432145090681,0.957430733885807,68.20689071702101,70.12175218479261
traffic,arrival_rate_req_s,0.85,im,continuity_satisfaction_ratio_pct,3,92.08640458640457,12.274773643622613,79.81163094278196,104.36117823002718
traffic,arrival_rate_req_s,0.85,im,migration_mb_per_admitted_sfc,3,9.017068689390795,28.624374775049237,-19.607306085658443,37.64144346444003
traffic,arrival_rate_req_s,0.85,im,downtime_ms_per_admitted_sfc,3,9.420520999468367,34.670170539716814,-25.24964954024845,44.09069153918518
traffic,arrival_rate_req_s,0.85,im,mean_e2e_delay_ms,3,51.54862378439608,12.553641761470974,38.9949820229251,64.10226554586706
traffic,arrival_rate_req_s,0.85,im,p95_e2e_delay_ms,3,78.56048859803987,27.247614938058454,51.31287365998141,105.80810353609832
traffic,arrival_rate_req_s,0.85,im,mean_decision_runtime_ms,3,28.64907459136472,16.625467609584618,12.023606981780102,45.27454220094934
traffic,arrival_rate_req_s,0.85,im,p95_decision_runtime_ms,3,65.76810334999927,80.54107611284954,-14.772972762850273,146.30917946284882
traffic,arrival_rate_req_s,0.85,im,mean_cpu_utilization_pct,3,85.3595977813424,8.423003382424776,76.93659439891762,93.78260116376718
traffic,arrival_rate_req_s,0.85,im,mean_bandwidth_utilization_pct,3,22.037297785073616,11.770210713049615,10.267087072024001,33.80750849812323
traffic,arrival_rate_req_s,0.85,stg_ddqn,acceptance_ratio_pct,3,67.49661246612466,2.7433099051303445,64.75330256099431,70.239922371255
traffic,arrival_rate_req_s,0.85,stg_ddqn,continuity_satisfaction_ratio_pct,3,92.9281045751634,11.064605996580724,81.86349857858268,103.99271057174413
traffic,arrival_rate_req_s,0.85,stg_ddqn,migration_mb_per_admitted_sfc,3,20.25769370710335,20.913345193070935,-0.655651485967585,41.17103890017428
traffic,arrival_rate_req_s,0.85,stg_ddqn,downtime_ms_per_admitted_sfc,3,15.328671328671328,16.966203850471455,-1.6375325218001269,32.294875179142785
traffic,arrival_rate_req_s,0.85,stg_ddqn,mean_e2e_delay_ms,3,51.90840639759873,14.13481159370191,37.77359480389682,66.04321799130064
traffic,arrival_rate_req_s,0.85,stg_ddqn,p95_e2e_delay_ms,3,77.99008445545596,28.864840012714893,49.125244442741064,106.85492446817085
traffic,arrival_rate_req_s,0.85,stg_ddqn,mean_decision_runtime_ms,3,33.577412295864576,18.377928686021573,15.199483609843004,51.95534098188615
traffic,arrival_rate_req_s,0.85,stg_ddqn,p95_decision_runtime_ms,3,109.5977262,102.78936286661192,6.808363333388073,212.3870890666119
traffic,arrival_rate_req_s,0.85,stg_ddqn,mean_cpu_utilization_pct,3,84.35574076025186,6.1185085872551666,78.2372321729967,90.47424934750703
traffic,arrival_rate_req_s,0.85,stg_ddqn,mean_bandwidth_utilization_pct,3,24.380980805839744,6.867442227136448,17.513538578703297,31.24842303297619
traffic,arrival_rate_req_s,1.05,dlapm,acceptance_ratio_pct,3,50.578918436061294,9.551863804170235,41.02705463189106,60.130782240231525
traffic,arrival_rate_req_s,1.05,dlapm,continuity_satisfaction_ratio_pct,3,96.6820987654321,7.8071740127905525,88.87492475264155,104.48927277822266
traffic,arrival_rate_req_s,1.05,dlapm,migration_mb_per_admitted_sfc,3,67.30753911895096,21.907973743487837,45.39956537546312,89.2155128624388
traffic,arrival_rate_req_s,1.05,dlapm,downtime_ms_per_admitted_sfc,3,39.13742996864885,21.412676770127405,17.724753198521448,60.55010673877626
traffic,arrival_rate_req_s,1.05,dlapm,mean_e2e_delay_ms,3,51.73528462166572,13.192118304051931,38.54316631761379,64.92740292571764
traffic,arrival_rate_req_s,1.05,dlapm,p95_e2e_delay_ms,3,82.15014004073265,36.45578245756019,45.69435758317246,118.60592249829284
traffic,arrival_rate_req_s,1.05,dlapm,mean_decision_runtime_ms,3,49.59292742095868,13.163879410521425,36.429048010437256,62.756806831480105
traffic,arrival_rate_req_s,1.05,dlapm,p95_decision_runtime_ms,3,313.7203151500001,323.2528015151824,-9.532486365182308,636.9731166651825
traffic,arrival_rate_req_s,1.05,dlapm,mean_cpu_utilization_pct,3,90.36182114743185,4.813156633885603,85.54866451354626,95.17497778131745
traffic,arrival_rate_req_s,1.05,dlapm,mean_bandwidth_utilization_pct,3,27.750497523457227,5.631838398685671,22.118659124771554,33.3823359221429
traffic,arrival_rate_req_s,1.05,im,acceptance_ratio_pct,3,56.340617054902765,8.21081194764267,48.1298051072601,64.55142900254543
traffic,arrival_rate_req_s,1.05,im,continuity_satisfaction_ratio_pct,3,87.42193173565722,15.778868304904698,71.64306343075253,103.20080004056192
traffic,arrival_rate_req_s,1.05,im,migration_mb_per_admitted_sfc,3,9.633950699563265,6.645374061009313,2.988576638553952,16.279324760572578
traffic,arrival_rate_req_s,1.05,im,downtime_ms_per_admitted_sfc,3,6.567334086131079,1.075676956488701,5.491657129642378,7.64301104261978
traffic,arrival_rate_req_s,1.05,im,mean_e2e_delay_ms,3,51.42676715838212,13.003260667061637,38.42350649132048,64.43002782544376
traffic,arrival_rate_req_s,1.05,im,p95_e2e_delay_ms,3,76.77244922305088,27.846861908239802,48.92558731481108,104.61931113129069
traffic,arrival_rate_req_s,1.05,im,mean_decision_runtime_ms,3,44.49911478962567,16.755996094875062,27.74311869475061,61.25511088450074
traffic,arrival_rate_req_s,1.05,im,p95_decision_runtime_ms,3,264.6600022833333,316.79478373882273,-52.13478145548942,581.454786022156
traffic,arrival_rate_req_s,1.05,im,mean_cpu_utilization_pct,3,89.71169779182162,3.2820183700696317,86.42967942175198,92.99371616189126
traffic,arrival_rate_req_s,1.05,im,mean_bandwidth_utilization_pct,3,24.601360684957914,2.4771191060320796,22.124241578925833,27.078479790989995
traffic,arrival_rate_req_s,1.05,stg_ddqn,acceptance_ratio_pct,3,57.80766852195424,7.700208372190961,50.107460149763284,65.5078768941452
traffic,arrival_rate_req_s,1.05,stg_ddqn,continuity_satisfaction_ratio_pct,3,85.25348932676519,16.650764301152616,68.60272502561257,101.90425362791781
traffic,arrival_rate_req_s,1.05,stg_ddqn,migration_mb_per_admitted_sfc,3,23.287922923792696,9.5552049565864,13.732717967206296,32.84312788037909
traffic,arrival_rate_req_s,1.05,stg_ddqn,downtime_ms_per_admitted_sfc,3,17.733440354699386,4.289804936772001,13.443635417927386,22.023245291471387
traffic,arrival_rate_req_s,1.05,stg_ddqn,mean_e2e_delay_ms,3,51.59267540594849,12.347375453223233,39.24529995272526,63.94005085917172
traffic,arrival_rate_req_s,1.05,stg_ddqn,p95_e2e_delay_ms,3,77.73039951106689,33.15611779164037,44.57428171942652,110.88651730270726
traffic,arrival_rate_req_s,1.05,stg_ddqn,mean_decision_runtime_ms,3,50.150891833370174,11.255565325318393,38.89532650805178,61.40645715868857
traffic,arrival_rate_req_s,1.05,stg_ddqn,p95_decision_runtime_ms,3,285.8296386166657,284.1789751700682,1.6506634465974912,570.0086137867339
traffic,arrival_rate_req_s,1.05,stg_ddqn,mean_cpu_utilization_pct,3,89.64952173707037,1.9589061763623852,87.69061556070798,91.60842791343276
traffic,arrival_rate_req_s,1.05,stg_ddqn,mean_bandwidth_utilization_pct,3,27.3547889785025,8.738383206625494,18.616405771877005,36.093172185128
traffic,arrival_rate_req_s,1.25,dlapm,acceptance_ratio_pct,3,43.213766988276795,12.758423918689813,30.45534306958698,55.97219090696661
traffic,arrival_rate_req_s,1.25,dlapm,continuity_satisfaction_ratio_pct,3,88.88888888888887,15.810762639986478,73.0781262489024,104.69965152887535
traffic,arrival_rate_req_s,1.25,dlapm,migration_mb_per_admitted_sfc,3,53.51809060009281,21.972343947195824,31.545746652896987,75.49043454728863
traffic,arrival_rate_req_s,1.25,dlapm,downtime_ms_per_admitted_sfc,3,37.28413593283648,15.97769800219187,21.306437930644606,53.26183393502835
traffic,arrival_rate_req_s,1.25,dlapm,mean_e2e_delay_ms,3,51.18382342444582,11.994731205171508,39.189092219274315,63.178554629617324
traffic,arrival_rate_req_s,1.25,dlapm,p95_e2e_delay_ms,3,79.27954788450131,17.098246343523222,62.18130154097809,96.37779422802453
traffic,arrival_rate_req_s,1.25,dlapm,mean_decision_runtime_ms,3,73.7773804579477,44.95892291392111,28.818457544026593,118.73630337186881
traffic,arrival_rate_req_s,1.25,dlapm,p95_decision_runtime_ms,3,424.80544133333296,273.2204826199925,151.58495871334048,698.0259239533254
traffic,arrival_rate_req_s,1.25,dlapm,mean_cpu_utilization_pct,3,92.20627479987847,5.060952694925675,87.1453221049528,97.26722749480415
traffic,arrival_rate_req_s,1.25,dlapm,mean_bandwidth_utilization_pct,3,29.634313089327247,11.164904841966042,18.469408247361205,40.799217931293285
traffic,arrival_rate_req_s,1.25,im,acceptance_ratio_pct,3,47.645632327004876,13.23137396586642,34.41425836113846,60.87700629287129
traffic,arrival_rate_req_s,1.25,im,continuity_satisfaction_ratio_pct,3,83.80018674136322,4.2941274364426,79.50605930492063,88.09431417780581
traffic,arrival_rate_req_s,1.25,im,migration_mb_per_admitted_sfc,3,16.449113476366936,24.374663297695808,-7.925549821328872,40.82377677406274
traffic,arrival_rate_req_s,1.25,im,downtime_ms_per_admitted_sfc,3,13.274735181428895,20.373405129400545,-7.098669947971651,33.64814031082944
traffic,arrival_rate_req_s,1.25,im,mean_e2e_delay_ms,3,50.54435453650291,11.700613185864192,38.843741350638716,62.2449677223671
traffic,arrival_rate_req_s,1.25,im,p95_e2e_delay_ms,3,76.46669811623411,30.2970334437205,46.16966467251361,106.7637315599546
traffic,arrival_rate_req_s,1.25,im,mean_decision_runtime_ms,3,67.86014588490019,37.753872127387474,30.106273757512717,105.61401801228766
traffic,arrival_rate_req_s,1.25,im,p95_decision_runtime_ms,3,429.86034278333324,483.3642336962338,-53.503890912900545,913.2245764795671
traffic,arrival_rate_req_s,1.25,im,mean_cpu_utilization_pct,3,91.51166203520894,2.925564796957812,88.58609723825113,94.43722683216676
traffic,arrival_rate_req_s,1.25,im,mean_bandwidth_utilization_pct,3,27.850868880303494,7.778361496214721,20.072507384088773,35.629230376518215
traffic,arrival_rate_req_s,1.25,stg_ddqn,acceptance_ratio_pct,3,46.39355742296919,7.759731910474472,38.63382551249472,54.15328933344366
traffic,arrival_rate_req_s,1.25,stg_ddqn,continuity_satisfaction_ratio_pct,3,82.5011905657067,18.427250500190713,64.07394006551598,100.9284410658974
traffic,arrival_rate_req_s,1.25,stg_ddqn,migration_mb_per_admitted_sfc,3,21.45216709821605,24.263616682405853,-2.811449584189802,45.715783780621905
traffic,arrival_rate_req_s,1.25,stg_ddqn,downtime_ms_per_admitted_sfc,3,18.53100395993478,19.061473393396735,-0.5304694334619562,37.59247735333152
traffic,arrival_rate_req_s,1.25,stg_ddqn,mean_e2e_delay_ms,3,50.935870200746706,10.260706637444892,40.675163563301815,61.196576838191596
traffic,arrival_rate_req_s,1.25,stg_ddqn,p95_e2e_delay_ms,3,76.3682340647438,33.52328325557222,42.844950809171586,109.89151732031601
traffic,arrival_rate_req_s,1.25,stg_ddqn,mean_decision_runtime_ms,3,74.53931945163974,28.93199899640612,45.60732045523362,103.47131844804586
traffic,arrival_rate_req_s,1.25,stg_ddqn,p95_decision_runtime_ms,3,427.77299466666653,411.87589298179984,15.897101684866698,839.6488876484664
traffic,arrival_rate_req_s,1.25,stg_ddqn,mean_cpu_utilization_pct,3,91.4475318756645,3.8662970538896673,87.58123482177483,95.31382892955416
traffic,arrival_rate_req_s,1.25,stg_ddqn,mean_bandwidth_utilization_pct,3,27.995327393284356,11.324431712540587,16.67089568074377,39.31975910582494
